"","docid","x","y","topicid","topicid_orig","label_x","label_y","title","contributor1","publishername","cover_url","concept","description","calais"
"591",10230824,0.0293804098137719,-0.0655399185354644,2,1,"Business","Strategy - Marketing","Festival and Events Management : An international arts and culture perspective","Yeoman, Ian","Taylor & Francis","http://static.cyberlibris.fr/books_upload/136pix/9780750658720.jpg","information technology","Festival and Events Management: an international perspective is a unique text looking at the central role of events management in the cultural, tourism and arts industries. With international contributions from industry and academia, the text looks at the following:   Events & cultural environments  Managing the arts & leisure experience  Marketing, policies and strategies of art and leisure management   Chapters include exercises, and additional teaching materials and solutions to questions are provided as part of an accompanying online resource.","Cultural tourism Edinburgh Festival Fiona Stewart"
"592",10230827,0.0644544210344972,0.0920204725978128,5,3,"Economics","Economics theory","Microeconomics : Behavior, institutions, and evolution","Bowles, Samuel","Princeton University Press","http://static.cyberlibris.fr/books_upload/136pix/9780691126388.jpg","behavioral sciences capitalism classical economists microeconomics social capital social preferences","""In this novel introduction to modern microeconomic theory, Samuel Bowles returns to the classical economists' interest in the wealth and poverty of nations and people, the workings of the institutions of capitalist economies, and the coevolution of individual preferences and the structures of markets, firms, and other institutions. Using recent advances in evolutionary game theory, contract theory, behavioral experiments, and the modeling of dynamic processes, he develops a theory of how economic institutions shape individual behavior, and how institutions evolve due to individual actions, technological change, and chance events. Topics addressed include institutional innovation, social preferences, nonmarket social interactions, social capital, equilibrium unemployment, credit constraints, economic power, generalized increasing returns, disequilibrium outcomes, and path dependency.Each chapter is introduced by empirical puzzles or historical episodes illuminated by the modeling that follows, and the book closes with sets of problems to be solved by readers seeking to improve their mathematical modeling skills. Complementing standard mathematical analysis are agent-based computer simulations of complex evolving systems that are available online so that readers can experiment with the models. Bowles concludes with the time-honored challenge of """"getting the rules right,"""" providing an evaluation of markets, states, and communities as contrasting and yet sometimes synergistic structures of governance. Must reading for students and scholars not only in economics but across the behavioral sciences, this engagingly written and compelling exposition of the new microeconomics moves the field beyond the conventional models of prices and markets toward a more accurate and policy-relevant portrayal of human social behavior.""","Economic theories Market Nonmarket forces Production economics Microeconomics Samuel Bowles Economics Institutional economics Capitalism Preference JEL classification codes"
"593",10230832,0.100302055873147,0.168515207152206,5,3,"Economics","Economics theory","The Economics of Recreation, Leisure and Tourism Ed. 3","Tribe, John","Taylor & Francis","http://static.cyberlibris.fr/books_upload/136pix/9780750661805.jpg","applied economics black markets demand effect demerit goods free markets japan macroeconomics opportunity cost perfect competition price elasticity price leadership time series analysis variable costs vertical integration","Now in its third successful edition, The Economics of Leisure and Tourism has been fully revised and updated to cover all the latest issues and changes, and more. Essentially a real world text in applied economics, it explains the necessary economic theories from first principles and applies them to a range of leisure and tourism problems and issues at the consumer, business, national and international level. Key themes discussed are:   How is the provision of leisure and tourism determined and could it be provided in a different way  What are the key opportunities and threats facing leisure and tourism & environmental impacts How can economics be used to manage leisure and tourism  International in its outlook, this text uses examples from Brazil, China, India and Japan, as well as Europe, North America and Australia. With an accompanying website with links and Powerpoint resources for lecturers, this new edition provides:   New chapters on regeneration, tourism as an economic development strategy, globalisation and political economy of tourism.  Introduction of dependency theory and development economics theories  Liberal use of press cuttings, journal articles and international case studies  User friendly learning features such as: visual mapping of chapter contents, chapter objectives, summaries of key points short answer questions.","Economic theories Economics Tourism Tax Microeconomics Labour economics Free market Fiscal multiplier Economic development Keynesian economics Monopoly Macroeconomics"
"594",10230833,0.0268694865904425,-0.0685923585079327,2,1,"Business","Strategy - Marketing","International Retail Marketing : A case study approach","Bruce, Margaret","Taylor & Francis","http://static.cyberlibris.fr/books_upload/136pix/9780750657488.jpg","ahold cross fast fashion gucci group last mile normative influences servqual","International Retail Marketing combines a broad thematic overview of the key issues concerning international retail marketing with a series of incisive cases and examples of industry practice from markedly different sectors as fashion, food and healthcare. The authors provide an accessible and wide-ranging outline of the fundamentals of the subject, such as trends in retail marketing, strategy and logistics, and buying and merchandise management within an international perspective. Contributions from Europe, North America and Asia show the dynamics affecting international retailing through a variety of case. Key discussion points are highlighted throughout the text, giving a hands-on focus.","Brand management Marketing Fashion Retail Brand Fast fashion Department store The Co-operative Group E-commerce Buyer Celebrity branding Supply chain"
"595",10230834,0.0614388737611116,-0.0806357917831427,2,1,"Business","Strategy - Marketing","Marketing Destinations and Venues for Conferences, Conventions and Business Events","Rogers, Tony","Taylor & Francis","http://static.cyberlibris.fr/books_upload/136pix/9780750667005.jpg","direct marketing dmos sales proposals","Marketing Destinations and Venues for Conferences, Conventions and Business Events covers key areas in marketing and promotion,  such as:   Trends and issues in  destination and venue marketing  Strategic marketing planning, ROI and strategy evaluation  Destination  and venue selling strategies  Future challenges, opportunities and supply-side developments","Marketing Business Destination marketing organization Market environment Customer relationship management Sales"
"596",10230836,0.0435629564480053,-0.051001078024144,2,1,"Business","Strategy - Marketing","Hotel Convention Sales, Services and Operations","Golden-Romero, Pat","Taylor & Francis","http://static.cyberlibris.fr/books_upload/136pix/9780750679022.jpg","destination marketing organizations university college","""This text provides a comprehensive look at the fast growing meetings and convention market segment. A useful """"how- to"""" guide, it takes students through all aspects of selling and servicing a convention at a hotel or other group meeting facility. In addition, it profiles the customer for meetings and conventions, the planners in charge of site selection, and facilities they commonly use. Also includes """"Industry Insiders"""" planning tips and case studies direct from professionals in Convention Services departments.""","Meeting and convention planner Destination marketing organization Convention Event management"
"597",10230837,-0.146930256466902,-0.07383059314652,3,2,"Finance","Risk","Managing Operational Risk in Financial Markets","Hussain, Amanat","Elsevier Science","http://static.cyberlibris.fr/books_upload/136pix/9780750647328.jpg","credit risk knowledge management operational risk orange county risk management sumitomo ordination","Risk Management is one of the biggest issues facing the financial markets today. Managing Operational Risk in Financial Markets outlines the major issues for risk management and focuses on operational risk as a key activity in managing risk on an enterprise-wide basis. While risk management had always been an integral part of financial activity, the 1990s has seen the requirement for risk management establish itself as a key function within banks and other financial institutions. With greater emphasis on ensuring that money is not lost through adverse market conditions, counterparty failure or inappropriate controls, systems or people, risk management has become a discipline in its own right. Managing risk is now THE paramount topic within the financial sector. Recurring major losses through the 1990s has shocked financial institutions into placing much greater emphasis on risk management and controls. The collapse of Barings and losses made by Metallgescellschaft, Orange County, Diawa and Sumitomo as a result of a lack of procedures, systems or managerial control has demonstrated to organisations the need to broaden the scope of their risk management activity from merely looking at market and credit risk. This has brought into focus the need for managing operational risk. Operational risk can only be managed on an enterprise wide basis as it includes the entire process of policies, culture, procedures, expertise and systems that an institution needs in order to manage all the risks resulting from its financial transactions. In fact, in order to effectively manage market and credit risks it is necessary to have the relevant skills and expertise in the staff, technical and organisational infrastructure, as well as monitoring and control systems. As all of these are components of operational risk, it then becomes apparent that an integrated risk management approach needs to focus on operational risk.","Risk Actuarial science Security Management Risk management Operational risk Financial risk Enterprise risk management IT risk management"
"598",10230838,0.0743815291144654,0.105931608288893,5,3,"Economics","Economics theory","Economic Analysis for Property and Business","Warren, Marcus","Taylor & Francis","http://static.cyberlibris.fr/books_upload/136pix/9780750646321.jpg","decision theory market failure monetary policy price elasticity public goods supply side economics","Marcus Warren's book provides a broad coverage of economic theory, analysis and policy relevant to most undergraduate students studying economics as part of their degree. Specifically it is designed for students studying for property and business related courses and is a vital purchase for all first year students and some second year students involved in these disciplines. It is also relevant for accountancy, business and marketing students studying economics as one or two of their modules. The main feature of this book is the inclusion of an application for students on property surveying courses, building surveying courses and rural land management students as well as some pure business examples for the business students. These applications will cover the main markets for this book at the end of each theory section. The text is clear, concise and includes real life examples and case studies to back up the theory presented. It is global in its appeal, especially relevant for the UK, Europe and the Commonwealth.","Market structure Consumer theory Environmental economics Demand Economics Market Externality Economies of scale Labour economics Elasticity Competition Monopoly"
"599",10230839,0.0549063235967832,-0.117786744626484,2,1,"Business","Strategy - Marketing","Strategic Management  : From theory to implementation Ed. 4","Hussey, David","Taylor & Francis","http://static.cyberlibris.fr/books_upload/136pix/9780750638494.jpg","strategic management","A major textbook on strategic management which not only deals fully with the theoretical aspects of corporate planning, but also provides practical guidance on implementation. Now completely revised and updated this book is particularly suitable for the student or manager who needs to relate strategic thinking to current practice. The format has been enlarged and the interior of the book re-designed. The fourth edition treats both analytical and behavioural aspects of planning in depth. Strategic analysis is covered in particular detail, with examples reporting proven - and often original - applications of these theories. Six major case studies have been added to illustrate the application of strategic management theory in practice and a chapter discusses the impact of new approaches to strategy. With comprehensive reference lists, and a guide to research resources, this volume will prove invaluable to researchers and advanced students as well as to the practising manager.","Strategic management Strategy Management Systems thinking Strategic planning Strategic planning software"
"600",10230840,0.0990152629409862,-0.113295778753132,1,1,"Business","HR - Leadership","Organization Behaviour for Leisure Services","Lashley, Conrad","Taylor & Francis","http://static.cyberlibris.fr/books_upload/136pix/9780750657822.jpg","social psychology trafford centre","Organization Behaviour for Leisure Services discusses and questions a number of key elements, including:   The individual and the organization  Groups in the organization  Organizational structures and behaviour  Management within the organization  Commercial hospitality, leisure and tourism in a service context   Taking the view that leisure services involve an array of industry sectors - they are related, for instance, to work-time spent eating, drinking and staying away from home, as well as the more obvious recreational pursuits - the text uses examples and case studies from a wide range of international businesses such as hotels, restaurants, museums, shopping malls and sports stadia. Specific examples used are from Marriotts, McDonald's, Trafford Centre and many more. With a user-friendly structure and style, the text is an ideal introduction to the fundamental issues invovled - perfect for students and managers alike.","Industrial and organizational psychology Human resource management Organizational studies Organizational behavior Organizations Organizational culture Workplace Leisure Management Organizational identification Emotions in the workplace"
"601",10230841,0.0288085402783823,-0.0462077172138494,2,1,"Business","Strategy - Marketing","Leisure Marketing : A global perspective","Horner, Susan","Taylor & Francis","http://static.cyberlibris.fr/books_upload/136pix/9780750655507.jpg","boutique hotel football relationship marketing","Divided into nine parts, Leisure Marketing: a global perspective guides the reader through leisure and marketing concepts, the marketing mix, key issues in different sectors, topical issues (such as globalisation, marketing research and ethics, for example branding and environmental issues), and the future of leisure marketing. A section of the book is devoted entirely to international case studies, which illustrate and highlight key themes and issues raised throughout in order to facilitate learning. Example of international cases used are:   Disneyland Resort, Paris: The Marketing Mix  Manchester United Football Club: Marketing the Brand  The Growth of the Online Retail Travel Market  Hilton Head Island, USA: The Leisure Island for Golf and Leisure Shopping  Health, Leisure and Tourism Marketing including Spa Hotels, Health Clubs and lake Resorts.","Leisure Quality of life Tourism"
"602",10230843,0.0591359559746163,-0.0765426183250535,1,1,"Business","HR - Leadership","Managing Performance : Learning made simple","Leech, Corinne","Taylor & Francis","http://static.cyberlibris.fr/books_upload/136pix/9780750684071.jpg",NA,"Learning Made Simple books give you skills without frills. They are matched to the main qualifications and written by experienced teachers and authors to make often tricky subjects simple to learn. Every book is designed carefully to provide bite-sized lessons matched to readers' needs. Using full color throughout and written by leading teachers and writers, Learning Made Simple books build on a rich legacy of over 50 years as leading publishers helping to learn new skills and develop their talents.  	Whether studying at college, training at work, or reading at home, aiming for a qualification or simply getting up to speed, Learning Made Simple books will give readers the advantage of easy, well-organized training materials in a handy volume you can refer to again and again. These titles will be promoted direct to training companies and learners, and individuals will be urged to buy them not only by college lecturers but also by trainers at work.  	These titles will be core stock for years to come. The books are written by experienced HR trainers and will be typeset by PK McBride (an experienced teacher and author of several Learning Made Simples himself). PK McBride has a thorough understanding of the ethos of the LMSs books and his involvement will insure that all titles have a layout and style consistent with the brand.","Human resource management Competence Motivation Performance management Management"
"603",10230845,0.0564061397347362,-0.0703749154807352,2,1,"Business","Strategy - Marketing","Fundamentals and Practice of Marketing Ed. 4","Wilmshurst, John","Taylor & Francis","http://static.cyberlibris.fr/books_upload/136pix/9780750654494.jpg","direct marketing","The fourth edition of this seminal text retains the clarity and simplicity of its predecessors in communicating the basic themes and principles of contemporary marketing. 'The Fundamentals and Practice of Marketing' has been substantially revised to take into account recent developments in the field - most particularly the changes wrought by new technology. It now follows a new structure and includes:   New chapters on: direct marketing, public relations; integrated marketing planning; wholesale and retail operations; relationship marketing;  Material on: services marketing, e-commerce, ethics and social responsibility, B2B marketing and external marketing environment  A range of new examples   The book is accompanied by online resources for tutors which include: guidance notes on teaching methods for each chapter, case studies with suggested solutions and approaches, questions for discussion, and OHP masters.","Marketing Integrated marketing communications Retail Outline of marketing Marketing operations"
"604",10230847,0.0357455652637342,-0.0441268454461097,2,1,"Business","Strategy - Marketing","Arts Marketing","Kerrigan, Finola","Taylor & Francis","http://static.cyberlibris.fr/books_upload/136pix/9780750659680.jpg","salvador film marketing jazz opera theatre whitehall theatre","Arts Marketing focuses on a variety of sectors within the arts and addresses the way in which marketing principles are applied within these, outlining both the similarities and the differences that occur. Relating policy to practice, this contributed text demonstrates the most effective means of marketing in specific areas of the arts, with each chapter having been written by a specialist in the field. Although primarily focusing on the UK market, the subject has global relevance and appeal, and policy is evaluated on national, European and supranational levels. Specialist topics dealt with range from the marketing of the theater, opera, and museums, through to the film industry and popular music.","Marketing Social marketing Film promotion Target audience"
"605",10230848,0.0781178159564594,-0.131955291420448,2,1,"Business","Strategy - Marketing","Customer Relationship Management : Concepts and tools","Buttle, Francis","Taylor & Francis","http://static.cyberlibris.fr/books_upload/136pix/9780750655026.jpg","customer relationship management customer retention information technology","Customer Relationship Management: Concepts and Tools is a breakthrough book that makes transparent the complexities of customer relationship management. The book views customer relationship management as the core business strategy that integrates internal processes and functions, and external networks, to create and deliver value to targeted customers at a profit. Customer relationship management is grounded on high quality customer data and enabled by information technology. The book is a comprehensive and fully developed textbook on customer relationship management . Although, it shows the roles of customer data and information technology in enabling customer relationship management implementation, it does not accept that customer relationship management is just about IT. Rather it is about an IT- and data-enabled approach to customer acquisition, customer retention and customer development. Because customer relationship management is a core business strategy the book demonstrates how it has influence across the entire business, in areas such as strategic, marketing, operations, human resource, and IT management.","Customer experience management Marketing Consumer behaviour Customer relationship management E-commerce Market segmentation Customer retention Strategic management Marketing operations Customer experience Customer attrition"
"606",10230849,0.0186056933750102,-0.061010055005372,2,1,"Business","Strategy - Marketing","Handbook of Management Accounting Research Volume 1","Chapman, Christopher S.","Elsevier Science","http://static.cyberlibris.fr/books_upload/136pix/9780080445649.jpg","accounting research development economics management accounting agency problem analytic public management strategic management","The two volumes of the Handbooks of Management Accounting Research identify the enormous scale and scope of management accounting research. Volume one sets the context for both Handbooks, outlining the historical development of management accounting as a discipline and as a practice, and drawing together a series of contributions that analyse the scholarly literature in terms of distinct intellectual and theoretical social science perspectives. Volume two draws together research that has focussed on particular management accounting practice, and synthesises contributions to the literature that have been focussed within particular organisational contexts. Taken as a whole, the Handbooks of Management Accounting Research aim to provide a uniquely comprehensive and multi-dimensional resource for those interested in scholarly management accounting research.","Management accounting Accounting Financial accounting Resource consumption accounting"
"607",10230850,-0.0037405163696185,-0.0731463954687173,2,1,"Business","Strategy - Marketing","Handbook of Management Accounting Research Volume 2","Chapman, Christopher S.","Elsevier Science","http://static.cyberlibris.fr/books_upload/136pix/9780080447544.jpg","accounting research enterprise risk management france management accounting management control systems taxonomic uncharted value chain","The two volumes of the Handbooks of Management Accounting Research identify the enormous scale and scope of management accounting research. Volume one sets the context for both Handbooks, outlining the historical development of management accounting as a discipline and as a practice, and drawing together a series of contributions that analyse the scholarly literature in terms of distinct intellectual and theoretical social science perspectives. Volume two draws together research that has focussed on particular management accounting practice, and synthesises contributions to the literature that have been focussed within particular organisational contexts. Taken as a whole, the Handbooks of Management Accounting Research aim to provide a uniquely comprehensive and multi-dimensional resource for those interested in scholarly management accounting research.","Management accounting Cost accounting Accounting Management accounting principles Management control system"
"608",10230852,0.0162911719740683,-0.0561729915314427,2,1,"Business","Strategy - Marketing","Handbook of Production Management Methods","Halevi, Gideon","Elsevier Science","http://static.cyberlibris.fr/books_upload/136pix/9780750650885.jpg",NA,"This unique book provides a guide to the selection of appropriate production and manufacturing methods for postgraduate and professional manufacturing engineers. It starts by helping the reader to identify the required objectives of industrial management for their particular situation. Having identified the objectives an analytical assessment of the available production and management methods is made. The analytical system presents an objective method of production selection. For example, this practical book will help the reader to decide whether or not a local Just-in-Time process is needed or a full chain JIT method is needed. Alternatively the problem may be deciding between set-up time reduction or changeover time reduction. Should TQM be ceded to PCIs'.This book covers nearly all methods of production and manufacturing and will prove the most comprehensive guide to choosing and using these methods.","Manufacturing Industrial engineering"
"609",10230854,-0.0701125617644559,-0.0109978508077073,4,2,"Finance","Financial management","Cash Flow Forecasting","Fight, Andrew","Elsevier Science","http://static.cyberlibris.fr/books_upload/136pix/9780750661362.jpg","amadeus book value competitive analysis current liabilities financial statements standard accounting practice","Budgets are like road maps -- they provide a direction for a corporates financial management. Balance sheets and statements of revenues also provide insights into how well a company is following that direction. But cash flow and cash flow forecasts are what guide the day-to-day itinerary for an organization. Budgets and cash flow are dynamic -- adjustments and changes can and should occur. If you understand what you are looking at, you can use cash flow to create better budgets and thus more accurate cash flow forecasting. Cash Flow Forecasting outlines the techniques required to undertake a detailed analysis of the cash flow dynamics of the business from both a historical and forward looking perspective. Cash Flow Forecasting explains how to:   Determine appropriate cash flow figures from pro forma financial statements  Interpret detailed cash flow forecasts and understand the difference between profit and cash flow  Conserve or generate cash in the short term  Evaluate different methods of project evaluation  Recognize the limitations of accounting information in valuing companies","Cash flow Corporate finance Fundamental analysis Cash flow forecasting Asset Management accounting Finance Financial management Fixed asset Cash flow statement Operating cash flow"
"610",10230856,-0.0791453508243327,0.0516204931912981,4,2,"Finance","Financial management","Handbook of the Economics of Finance Volume 1B Financial markets and asset pricing","Constantinides, George .M.","Elsevier Science","http://static.cyberlibris.fr/books_upload/136pix/9780444513632.jpg","diffusion macroeconomics market microstructure variance volatility","Volume 1B covers the economics of financial markets: the saving and investment decisions; the valuation of equities, derivatives, and fixed income securities; and market microstructure.","Financial markets Mathematical finance Financial economics Pricing Actuarial science Arbitrage Equity premium puzzle Valuation Derivative Finance Option Rational pricing"
"611",10230858,0.0863578200345813,-0.212856890318695,2,1,"Business","Strategy - Marketing","Operations Management in Context Ed. 2","Rowbotham, Frank","Taylor & Francis","http://static.cyberlibris.fr/books_upload/136pix/9780750681988.jpg","enterprise resource planning operating systems operations management project management resource productivity supply chain management","Operations Management in Context is a straightforward and accessible text which provides students with a good grounding in the theory and practice of operations management and its role within organisations.The structure is clear and logical, leading the newcomer to the subject through the topics in a way to maximise comprehension, highlighting key issues and using case studies and examples from business to contextualise learning. Chapters are structured to enable incremental and progressive learning with a logical development of the content. Each chapter is linked and ends with a summary of the key points met in the text to aid revision. Exercises and self assessment questions are included to reinforce learning and maintain variety, with answers included at the end of the book. The text is accompanied by a lecturer's supplement.      Written in a clear and logical style; ideal for students who are taking the subject for the first time     Key issues will be highlighted and supported by real life case studies and examples from business     Self assessment questions and feedback to reinforce learning","Management Manufacturing Supply chain management Information technology management Operations management Supply chain Quality management Quality Manufacturing resource planning Materials management International Journal of Operations & Production Management Certified in Production and Inventory Management"
"612",10230859,0.0686830755235774,0.0844182591715203,5,3,"Economics","Economics theory","Handbook of Industrial Organization Volume 3","Armstrong, Mark","Elsevier Science","http://static.cyberlibris.fr/books_upload/136pix/9780444824356.jpg","cournot model first price auctions network effects price discrimination sunk costs","The Handbooks in Economics series continues to provide the various branches of economics with handbooks which are definitive reference sources, suitable for use by professional researchers, advanced graduate students, or by those seeking a teaching supplement. With contributions from leading researchers, each Handbook presents an accurate, self-contained survey of the current state of the topic under examination. These surveys summarize the most recent discussions in journals, and elucidate new developments. Although original material is also included, the main aim of this series is the provision of comprehensive and accessible surveys. The Handbooks are indispensable reference works which belong in every professional collection, and form ideal supplementary reading for graduate economics students on advanced courses.","Market structure Market Microeconomics Pricing Industrial organization Monopoly Price discrimination Auction Competition law Economic equilibrium"
"613",10230860,-0.0763710633415856,0.00856802271331566,4,2,"Finance","Financial management","Initial Public Offerings : An international perspective","Gregoriou, Greg N.","Elsevier Science","http://static.cyberlibris.fr/books_upload/136pix/9780750679756.jpg","istanbul stock exchange dual listed companies effect size summary statistics","After the cooling off of IPOs since the dot com bubble, Google has rekindled the fire for IPOs. This IPO reader contains new articles exclusive to this reader by leading academics from around the world dealing with quantitative and qualitative analyses of this increasingly popular and important area of finance. Articles address new methods of IPO performance, international IPOs, IPO evaluation, IPO underwriting, evaluation and bookbuilding. Although numerous articles are technical in nature, with econometric and statistical models, particular attention has been directed towards the understanding and the applicability of the results as well as theoretical development in this area. This reader will assist researchers, academics, and graduate students to further understand the latest research on IPOs.","Corporate finance Stock market Financial markets Initial public offering Behavioral finance Book building Equity issuance Public offering Efficient-market hypothesis"
"614",10230861,0.0972474438129563,-0.124817062551291,2,1,"Business","Strategy - Marketing","Management of Marketing","Lancaster, Geoff","Taylor & Francis","http://static.cyberlibris.fr/books_upload/136pix/9780750661034.jpg","consumerism direct marketing direct marketing association marketing research product positioning","The text provides information on the core elements of the subject of marketing without the depth that often surrounds these to ensure that the basic concepts are easily identifiable and accessible. Students on MBA courses often do not have time to read a long text as they are studying many subjects, therefore they require a good, basic guide pitched at the appropriate level to be able to be absorbed quickly but still provide enough of a strategic element to stretch them. Written by a successful author team, Management of Marketing covers the key topics of the marketing component of an MBA course and provides a good balance of theory and application to ensure both aspects of the core concepts are covered.","Marketing Global marketing Target market Digital marketing Database marketing Social marketing Positioning Societal marketing Product marketing Sales Book:Marketing Management XUB MBA 1 Outline of marketing"
"615",10230862,-0.113057060423819,0.0565220115760257,6,3,"Economics","Mathematical economics","Fixed Income Mathematics","Zipf, Robert","Elsevier Science","http://static.cyberlibris.fr/books_upload/136pix/9780127817217.jpg","binomial distribution bisection method calculators continuous compounding continuous functions embedded options forward rates compound interest financial mathematics mathematics central tendency polynomial equations probability distribution functions repurchase agreements volatility","An introduction to common fixed income instruments and mathematics, this book offers explanations, exercises, and examples without demanding sophisticated mathematics. Not only does the author use his business and teaching experience to highlight the fundamentals of investment and management decision-making, but he also offers questions and exercises that suggest the applicability of fixed income mathematics. Written for the reader with a general mathematics background, this self-teaching book is suffused with examples that also make it a handy reference guide. It should serve as a gateway to financial mathematics and to increased competence in business analysis.","Mathematical finance Fixed income analysis Investment Convex geometry Actuarial science Bond convexity Convexity Bond Yield curve Black–Scholes model Life annuity Annuity"
"616",10230863,0.0620615735594238,0.0581396007637755,5,3,"Economics","Economics theory","Handbook of the Economics of Art and Culture Volume 1","Ginsburgh, Victor A.","Elsevier Science","http://static.cyberlibris.fr/books_upload/136pix/9780444508706.jpg","classical economics cultural economics coda intellectual property moral rights subjectivist","Over the last 30 or 40 years a substantial literature has grown up in which the tools of economic theory and analysis have been applied to problems in the arts and culture. Economists who have surveyed the field generally locate the origins of contemporary cultural economics as being in 1966, the year of publication of the first major work in modern times dedicated specifically to the economics of the arts. It was a book by Baumol and Bowen which showed that economic analysis could illuminate the supply of and demand for artistic services, the contribution of the arts sector to the economy, and the role of public policy. Following the appearance of the Baumol and Bowen work, interest in the economics of the arts grew steadily, embracing areas such as demand for the arts, the economic functions of artists, the role of the nonprofit sector, and other areas. Cultural economics also expanded to include the cultural or entertainment industries (the media, movies, the publishing industry, popular music), as well as heritage and museum management, property right questions (in particular copyright) and the role of new communication technologies such as the internet. The field is therefore located at the crossroads of several disciplines: economics and management, but also art history, art philosophy, sociology and law. The Handbook is placed firmly in economics, but it also builds bridges across these various disciplines and will thus be of interest to researchers in all these different fields, as well as to those who are engaged in cultural policy issues and the role of culture in the development of our societies.","Cultural economics Information economics Industries Creative industries Creativity Cultural policy Cultural industry William Baumol Economics Market Economics of the arts and literature"
"617",10232223,0.0200551949879551,-0.0381146128053901,2,1,"Business","Strategy - Marketing","Big Change at Best Buy : Working through hypergrowth to sustained excellence","Gibson, Elizabeth","Davies-Black Publishing","http://static.cyberlibris.fr/books_upload/136pix/0891061762.jpg","north america","In an amazing turnaround that saw stock prices soar 1000% in just three years, the Best Buy story of corporate transformation, financial rejuvenation, and fundamental cultural change has become the undisputed example of how the much-touted principles of the learning organization can be applied to produce truly long-term, bottom-line value.  Written by the consultants who were there every step of the way, Big Change at Best Buy reveals the secrets of how the once-sprawling entrepreneurial maverick transformed into North America's #1 specialty retailer-converting supercompetitive individualists into collaborative systems thinkers. For the first time, the authors showcase the proven methods and tools that helped Best Buy achieve phenomenal growth and map out in detailed, actionable steps what it takes to implement organizational strategies that fundamentally alter behavior-the key to sustained change.  Focusing on the three important areas where change matters most-the head, the heart, and the hands-Big Change at Best Buy offers hard-won lessons for every executive and manager on how to turn management practices and a culture designed for rapid growth into the kind of disciplined, customer- centered operation that now drives Best Buy's success.","Rejuvenation Soar"
"618",10232239,0.0310695630601308,-0.0428498886566918,1,1,"Business","HR - Leadership","What If ? : Short stories to spark diversity dialogue","Robbins, Steve L.","Davies-Black Publishing","http://static.cyberlibris.fr/books_upload/136pix/9780891062752.jpg","board games strange worlds","Hiring and retaining the best and brightest talent is what defines market leadership today. And in the global marketplace winning the war for talent means embracing differences, discovering other worldviews, and reframing our organizations for competitive advantage.What If? delivers a creative and innovative way to explore the issues that dominate today’s multicultural workplace: leadership and mentoring, creativity and innovation, organizational culture and engagement. In 26 inspiring stories—some deeply personal—Steve Robbins offers fresh insight into the real and meaningful differences among people and how the power of everyday experiences can be the catalyst for seeing the world through a different lens.To the witty and thought-provoking stories in this collection, Robbins has added tips and suggestions for putting key learnings into action, including questions and an exercise at the end of each chapter to help readers further explore each topic. What If? also presents specific ideas of what organizations can do to engage our global world, build core competencies in diversity and inclusion, and benefit from the best talent available—regardless of age, gender, ethnicity, religion, race, or disability.","Human resource management Multiculturalism Affirmative action Diversity Workplace Cognitive reframing"
"619",10232251,0.0616924908239448,-0.0510034860793126,1,1,"Business","HR - Leadership","Political Skill at Work : Impact on work effectiveness","Ferris, Gerald R.","Davies-Black Publishing","http://static.cyberlibris.fr/books_upload/136pix/0891062106.jpg",NA,"In today's flatter, matrix-based organizations, the ability to influence and motivate others is key to both individual and organizational success. This is the essence of political skill—and everyone wants more of it. But what do we know about how it really works?   Political Skill at Work is the first thorough examination of an ability that is as subtle as it is powerful. The result of more than 15 years of research, this welldocumented study is rich with examples of individuals using political skill to succeed in the corporate world, government, education, and sports. Combining scholarship with practical advice, the authors explore what political skill is (and isn't), why and how it works, and how it can be measured and developed.   The authors define four key dimensions of political skill: social astuteness, interpersonal influence, networking ability, and apparent sincerity. Their 18-item Political Skill Inventory, which is easily self-administered and scored, measures strength in these areas. Techniques to improve each ability are discussed, along with an arsenal of political tactics that contribute to professional success.   Why is political skill so important in the workplace? The authors uncover the role it plays in getting hired, building a reputation, raising job performance, and enhancing leadership abilities. By increasing selfconfidence and control, it even correlates with reduced job stress. Political skill is a strong predictor of job success. For managers, leaders, and anyone interested in human resource and organization development, Political Skill at Work is vital reading.","Industrial and organizational psychology Social psychology Ability Leadership Motivation Telecommuting Skill"
